image_path,text
D:\code\vit-gpt2\bigdata\geoimage_data\geo_302.png,钾长花岗岩的锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_303.png,样品的野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_304.png,花岗岩中锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_305.png,片麻岩中锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_306.png,麻粒岩和花岗质脉体的野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_307.png,花岗质浅色脉体阴极发光图像及定年结果
D:\code\vit-gpt2\bigdata\geoimage_data\geo_308.png,高压基性麻粒岩的地质产状
D:\code\vit-gpt2\bigdata\geoimage_data\geo_309.png,高压基性麻粒岩中典型结构显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_310.png,高压基性麻粒岩中典型结构显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_311.png,石榴斜长角闪岩中典型结构显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_312.png,矿化特征的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_313.png,岩的显微结构特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_314.png,岩石的部分锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_315.png,岩浆岩的野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_316.png,岩浆岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_317.png,岩浆岩的锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_318.png,石群的地层划分据孙大众和胡维兴
D:\code\vit-gpt2\bigdata\geoimage_data\geo_319.png,带五台吕梁和中条杂岩中碎屑锆石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_320.png,带五台吕梁和中条杂岩中碎屑锆石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_321.png,变质辉长岩的野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_322.png,变质辉长岩的岩相学照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_323.png,变质辉长岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_324.png,变质辉长岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_325.png,表性花岗质片麻岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_326.png,斜长角闪岩的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_327.png,斜长角闪岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_328.png,类巨晶状直闪石岩岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_329.png,辉长辉绿岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_330.png,辉长辉绿岩斜锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_331.png,样品左和右锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_332.png,杂岩的花岗岩中可见麻粒岩
D:\code\vit-gpt2\bigdata\geoimage_data\geo_333.png,凤凰嘴杂岩野外露头
D:\code\vit-gpt2\bigdata\geoimage_data\geo_334.png,凤凰嘴杂岩显微结构照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_335.png,变基性岩样品图像及部分定年结果
D:\code\vit-gpt2\bigdata\geoimage_data\geo_336.png,样品图像及部分定年结果
D:\code\vit-gpt2\bigdata\geoimage_data\geo_337.png,激光剥蚀后花岗片麻岩样品锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_338.png,沉积碳酸盐岩的露头和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_339.png,肾状赤铁矿的野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_340.png,鲕状赤铁矿的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_341.png,和部分所测碎屑锆石图像及所测年龄
D:\code\vit-gpt2\bigdata\geoimage_data\geo_342.png,群之间的角度不整合
D:\code\vit-gpt2\bigdata\geoimage_data\geo_343.png,靠近环状岩墙中部的岩墙
D:\code\vit-gpt2\bigdata\geoimage_data\geo_344.png,岩墙和围岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_345.png,锆石阴极发光图像和测试点位置
D:\code\vit-gpt2\bigdata\geoimage_data\geo_346.png,岩体中的卵球状钾长石巨晶和暗色包体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_347.png,含石榴石淡色花岗岩或淡色体的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_348.png,雅拉香波二云母花岗岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_349.png,岩显微照片单偏光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_350.png,岩样品中锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_351.png,构造样式的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_352.png,枕状熔岩及直立的镁铁质岩床
D:\code\vit-gpt2\bigdata\geoimage_data\geo_353.png,镁铁质岩超镁铁质岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_354.png,辉长岩中锆石的阴极发光照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_355.png,表性锆石阴极发光
D:\code\vit-gpt2\bigdata\geoimage_data\geo_356.png,铜矿中段磨砾化的的硫化物矿石照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_357.png,断裂带巨型透镜状
D:\code\vit-gpt2\bigdata\geoimage_data\geo_358.png,巨磨砾标本偏光显微镜下观察照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_359.png,巨磨砾标本正交偏光显微镜下观察照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_360.png,地质特征野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_361.png,典型矿石手标本和镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_362.png,中主要岩浆岩特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_363.png,不同类型的蚀变特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_364.png,各种脉体特征及相互关系
D:\code\vit-gpt2\bigdata\geoimage_data\geo_365.png,矿石类型和主要矿物组合
D:\code\vit-gpt2\bigdata\geoimage_data\geo_366.png,部分侵入体岩石显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_367.png,部分侵入岩体矿物蚀变显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_368.png,主要的矿石类型和蚀变类型
D:\code\vit-gpt2\bigdata\geoimage_data\geo_369.png,矿石中的元素分布照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_370.png,表性样品阴极发光图像及
D:\code\vit-gpt2\bigdata\geoimage_data\geo_371.png,表性锆石的阴极发光图像和分析点位置
D:\code\vit-gpt2\bigdata\geoimage_data\geo_372.png,金矿含矿英安玢岩镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_373.png,矿石及其岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_374.png,岩石偏光显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_375.png,表性样品阴极发光图像及定年结果
D:\code\vit-gpt2\bigdata\geoimage_data\geo_376.png,侵入岩镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_377.png,表性锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_378.png,岩石结构及蚀变情况
D:\code\vit-gpt2\bigdata\geoimage_data\geo_379.png,硫化物矿化情况
D:\code\vit-gpt2\bigdata\geoimage_data\geo_380.png,表性锆石图像及年龄和同位素分析靶位
D:\code\vit-gpt2\bigdata\geoimage_data\geo_381.png,矿脉的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_382.png,不同岩石单元岩石薄片的显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_383.png,流纹斑岩和花岗斑岩的正交偏光镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_384.png,花岗闪长斑岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_385.png,石榴云母片岩的野外照片和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_386.png,花岗闪长岩内的暗色微粒包体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_387.png,花岗闪长斑岩显微照片及蚀变特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_388.png,露天采场构造解析图解
D:\code\vit-gpt2\bigdata\geoimage_data\geo_389.png,中段号勘探线构造解析图解
D:\code\vit-gpt2\bigdata\geoimage_data\geo_390.png,花岗岩锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_391.png,洋壳低温榴辉岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_392.png,纯橄岩中的橄榄石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_393.png,纯橄岩的假切面
D:\code\vit-gpt2\bigdata\geoimage_data\geo_394.png,康金拉方辉橄榄岩
D:\code\vit-gpt2\bigdata\geoimage_data\geo_395.png,岩浆岩中锆石的阴极发光
D:\code\vit-gpt2\bigdata\geoimage_data\geo_396.png,锆石的年龄谐和图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_397.png,锆石的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_398.png,群石榴白云母长石石英片岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_399.png,卫星影像及地质解译
D:\code\vit-gpt2\bigdata\geoimage_data\geo_400.png,褶皱卫星影像及解译图区域位置见
D:\code\vit-gpt2\bigdata\geoimage_data\geo_401.png,段结晶基底主要变形岩类显微构造正交偏光
D:\code\vit-gpt2\bigdata\geoimage_data\geo_402.png,岩体的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_403.png,岩体的协和图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_404.png,岩体洋中脊花岗岩
D:\code\vit-gpt2\bigdata\geoimage_data\geo_405.png,花岗岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_406.png,岩部分锆石阴极发光图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_407.png,成矿阶段矿化特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_408.png,花岗岩的野外照片和镜下照片特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_409.png,白云岩化所形成的白云岩特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_410.png,热液成因白云石特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_411.png,云质亮晶砂屑灰岩龙井染色片拼版照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_412.png,测试样品特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_413.png,铁矿典型矿石特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_414.png,高压泥质麻粒岩中石榴石变斑晶光成分扫描图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_415.png,高压泥质麻粒岩锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_416.png,花岗岩典型照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_417.png,玄武岩橄榄岩混合物蚀变产物的背散射图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_418.png,赋矿岩石显微特征图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_419.png,赋矿石英正长斑岩锆石图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_420.png,蛇纹岩和铬铁矿野外产状及镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_421.png,铬铁矿形态结构特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_422.png,岩体野外产状及主要岩石类型显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_423.png,岩体钛铁矿的显微和手标本照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_424.png,岩体岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_425.png,岩浆序列岩石手标本和镜下显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_426.png,表分析点位
D:\code\vit-gpt2\bigdata\geoimage_data\geo_427.png,矿化特征镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_428.png,岩和斑岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_429.png,热液角砾岩标本照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_430.png,与斑岩有关的蚀变及其过渡蚀变照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_431.png,与斑岩型蚀变矿化有关脉系照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_432.png,高级泥化蚀变照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_433.png,脉系的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_434.png,不同阶段闪锌矿中的微量元素含量变化
D:\code\vit-gpt2\bigdata\geoimage_data\geo_435.png,沅金矿黄铁矿及脉石矿物显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_436.png,金矿野外露头
D:\code\vit-gpt2\bigdata\geoimage_data\geo_437.png,金矿照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_438.png,金矿照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_439.png,曲开隆洼金矿照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_440.png,红三旱褶皱构造带卫星影像及地质解译
D:\code\vit-gpt2\bigdata\geoimage_data\geo_441.png,黑梁子褶皱构造带卫星影像及其
D:\code\vit-gpt2\bigdata\geoimage_data\geo_442.png,附近地震地表破裂带卫星影像及野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_443.png,包体边的三氧同位素图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_444.png,的矿化蚀变手标本照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_445.png,花岗岩的镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_446.png,杂岩体典型显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_447.png,石英闪长岩和花岗闪长岩中锆石阴极发光图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_448.png,花岗岩岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_449.png,花岗岩中的磷灰石背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_450.png,黑云母花岗岩中的金红石背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_451.png,构造剖面角闪石变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_452.png,井地层柱状图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_453.png,二维地震剖面
D:\code\vit-gpt2\bigdata\geoimage_data\geo_454.png,区域二维地震剖面
D:\code\vit-gpt2\bigdata\geoimage_data\geo_455.png,段奥陶系碳酸盐岩顶部地震相
D:\code\vit-gpt2\bigdata\geoimage_data\geo_456.png,杂岩内走滑韧性剪切带野外照片与变形组构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_457.png,多期变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_458.png,缘童铺郯庐断裂带糜棱岩野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_459.png,缘童铺郯庐断裂带糜棱岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_460.png,断裂带超糜棱岩分析区域石英分布特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_461.png,岩正交偏光显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_462.png,长岗型花岗岩正交偏光显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_463.png,低角度韧性滑脱正断层及定年岩脉
D:\code\vit-gpt2\bigdata\geoimage_data\geo_464.png,分析样品显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_465.png,分析样品锆石阴极发光图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_466.png,研究样品野外及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_467.png,岩石的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_468.png,花岗岩的野外及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_469.png,花岗岩的锆石阴极发光电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_470.png,不同样品中叶蛇纹石的值分布图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_471.png,周庵岩体辉长岩锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_472.png,侵入岩锆石图像与定年测点位置
D:\code\vit-gpt2\bigdata\geoimage_data\geo_473.png,和锆石阴极发光图像特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_474.png,金矿石标本及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_475.png,玛依勒蛇绿混杂岩野外和镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_476.png,辉长岩样品锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_477.png,辉长岩样品锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_478.png,沉积岩的野外露头及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_479.png,表性锆石的图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_480.png,表性锆石的图像年龄及
D:\code\vit-gpt2\bigdata\geoimage_data\geo_481.png,基底岩浆岩锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_482.png,表性阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_483.png,岩石的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_484.png,富闪深成岩典型结构的岩相学显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_485.png,富闪深成岩壳幔岩浆混合成因的证据
D:\code\vit-gpt2\bigdata\geoimage_data\geo_486.png,坳剪切带的宏观构造
D:\code\vit-gpt2\bigdata\geoimage_data\geo_487.png,坳剪切带的显微构造
D:\code\vit-gpt2\bigdata\geoimage_data\geo_488.png,背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_489.png,背散射全图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_490.png,背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_491.png,岩群野外地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_492.png,岩群显微地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_493.png,辉石的菊池衍射花样
D:\code\vit-gpt2\bigdata\geoimage_data\geo_494.png,带方辉橄榄岩的显微构造照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_495.png,糜棱岩原岩的微观结构特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_496.png,黑云母与角闪石的分布特征扫描电镜照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_497.png,脱水反应对变形机制影响扫描电镜照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_498.png,麻粒岩显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_499.png,滴水泉畜牧办侵入岩野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_500.png,岩石单元的岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_501.png,花岗岩的锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_502.png,岩体的主要岩性特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_503.png,岩石中锆石阴极发光照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_504.png,岩浆岩及其显微岩相学
D:\code\vit-gpt2\bigdata\geoimage_data\geo_505.png,岩浆岩中锆石图像及
D:\code\vit-gpt2\bigdata\geoimage_data\geo_506.png,典型矿石和矿物共生组合
D:\code\vit-gpt2\bigdata\geoimage_data\geo_507.png,辉长岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_508.png,辉长岩锆石图像与测年结果
D:\code\vit-gpt2\bigdata\geoimage_data\geo_509.png,表性锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_510.png,花岗岩钻井岩心照片及镜下岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_511.png,花岗岩部分测试样品的锆石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_512.png,岩气孔和裂缝填充物宏观特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_513.png,岩气孔和裂缝填充物微观特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_514.png,杂岩野外地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_515.png,杂岩显微地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_516.png,石榴基性麻粒岩锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_517.png,石榴基性麻粒岩
D:\code\vit-gpt2\bigdata\geoimage_data\geo_518.png,石榴基性麻粒岩的结构背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_519.png,石榴基性麻粒岩的结构背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_520.png,石榴基性麻粒岩的结构背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_521.png,石榴基性麻粒岩的结构背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_522.png,花岗质岩石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_523.png,表性锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_524.png,大石寨组岩石显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_525.png,煌斑岩的野外露头
D:\code\vit-gpt2\bigdata\geoimage_data\geo_526.png,煌斑岩的手标本及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_527.png,鱼牙骨沸石和微结核显微镜下照片和图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_528.png,典型岩石和矿石特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_529.png,羟硅铍石萤石的镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_530.png,沥青铀矿手标本及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_531.png,野外地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_532.png,古生物组合及生物亲缘性对比
D:\code\vit-gpt2\bigdata\geoimage_data\geo_533.png,组之间的不整合接触野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_534.png,岩性特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_535.png,砂岩碎屑锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_536.png,滑坡形变场的等值线图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_537.png,蔷薇辉石镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_538.png,岩体锆石阴极发光图像和年龄值
D:\code\vit-gpt2\bigdata\geoimage_data\geo_539.png,杂岩宏观构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_540.png,杂岩构造岩变形显微构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_541.png,英云闪长岩
D:\code\vit-gpt2\bigdata\geoimage_data\geo_542.png,英云闪长岩锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_543.png,杂岩体正交偏光显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_544.png,段露头尺度构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_545.png,段剪切标志
D:\code\vit-gpt2\bigdata\geoimage_data\geo_546.png,花岗岩脉露头构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_547.png,花岗岩脉露头构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_548.png,花岗岩脉显微构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_549.png,石花岗岩脉锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_550.png,矿石的岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_551.png,地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_552.png,矿石的手标本及镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_553.png,铜矿石宏观特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_554.png,矿石矿相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_555.png,不整合型构造典型地质照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_556.png,复合型构造典型地质照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_557.png,断层型构造典型地质照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_558.png,成矿期流体包裹体显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_559.png,断裂构造分带断层岩特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_560.png,岩矿石主量元素组成变化图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_561.png,床内矿脉穿插关系
D:\code\vit-gpt2\bigdata\geoimage_data\geo_562.png,矿石标本的反射光和透射光显微
D:\code\vit-gpt2\bigdata\geoimage_data\geo_563.png,样品镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_564.png,花岗岩野外及手标本照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_565.png,花岗岩矿物组合特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_566.png,金矿带内脆性破裂痕迹
D:\code\vit-gpt2\bigdata\geoimage_data\geo_567.png,典型围岩蚀变与矿化
D:\code\vit-gpt2\bigdata\geoimage_data\geo_568.png,不同类型流体包裹体及包裹体组合显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_569.png,花岗斑的手标本照片和显
D:\code\vit-gpt2\bigdata\geoimage_data\geo_570.png,岩体锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_571.png,野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_572.png,地质剖面地层岩性显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_573.png,带主要剪切带宏观韧性变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_574.png,带主要剪切带显微韧性变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_575.png,典型宏观变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_576.png,变质核杂岩典型显微变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_577.png,岩体测试样品的照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_578.png,花岗岩及围岩宏观和微观照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_579.png,韧性剪切带显微构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_580.png,岩体的宏观和显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_581.png,岩体部分锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_582.png,韧性剪切带宏观变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_583.png,韧性剪切带的变形现象
D:\code\vit-gpt2\bigdata\geoimage_data\geo_584.png,剪切带内的花岗质岩脉
D:\code\vit-gpt2\bigdata\geoimage_data\geo_585.png,典型岩石宏观及显微构造照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_586.png,野外露头的运动学标志
D:\code\vit-gpt2\bigdata\geoimage_data\geo_587.png,测试样品的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_588.png,砂岩的锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_589.png,砂岩的野外及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_590.png,砂岩的锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_591.png,砂岩野外及显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_592.png,砂岩薄片显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_593.png,花岗岩野外照片及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_594.png,花岗岩样品
D:\code\vit-gpt2\bigdata\geoimage_data\geo_595.png,表壳岩宏观和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_596.png,斜长角闪岩锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_597.png,岩石野外照片和显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_598.png,花岗岩的宏观组构特征
