image_path,text
D:\code\vit-gpt2\bigdata\geoimage_data\geo_511.png,蓬莱花岗岩部分测试样品的锆石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_512.png,岩气孔和裂缝填充物宏观特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_513.png,岩气孔和裂缝填充物微观特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_514.png,杂岩野外地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_515.png,杂岩显微地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_516.png,石榴基性麻粒岩锆石阴极发光图像及定年结果
D:\code\vit-gpt2\bigdata\geoimage_data\geo_517.png,石榴基性麻粒岩
D:\code\vit-gpt2\bigdata\geoimage_data\geo_518.png,石榴基性麻粒岩中包体矿物组合的背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_519.png,石榴基性麻粒岩中典型矿物组合与结构背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_520.png,石榴基性麻粒岩中典型矿物组合与结构背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_521.png,石榴基性麻粒岩中典型结构背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_522.png,花岗质岩石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_523.png,表性锆石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_524.png,大石寨组岩石显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_525.png,煌斑岩的野外露头
D:\code\vit-gpt2\bigdata\geoimage_data\geo_526.png,煌斑岩的手标本及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_527.png,鱼牙骨沸石和微结核显微镜下照片和图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_528.png,典型岩石和矿石特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_529.png,羟硅铍石萤石镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_530.png,沥青铀矿手标本及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_531.png,野外地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_532.png,古生物组合及生物亲缘性对比古生物资料依据霍福臣汪啸风等项礼
D:\code\vit-gpt2\bigdata\geoimage_data\geo_533.png,组之间的不整合接触野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_534.png,渣尔泰群岩性特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_535.png,长安组富禄组黎家坡组砂岩碎屑锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_536.png,仅由库水位下降引起的滑坡形变场的等值线图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_537.png,蔷薇辉石镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_538.png,休瓦促岩体锆石阴极发光图像和年龄值
D:\code\vit-gpt2\bigdata\geoimage_data\geo_539.png,杂岩宏观构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_540.png,杂岩构造岩变形显微构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_541.png,英云闪长岩
D:\code\vit-gpt2\bigdata\geoimage_data\geo_542.png,蛇绿混杂岩带英云闪长岩锆石阴极发光图像和同位素分析点位
D:\code\vit-gpt2\bigdata\geoimage_data\geo_543.png,个旧杂岩体正交偏光显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_544.png,段露头尺度构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_545.png,段剪切标志
D:\code\vit-gpt2\bigdata\geoimage_data\geo_546.png,段淡色花岗岩脉含电气石花岗岩脉露头构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_547.png,点淡色花岗岩脉含电气石花岗岩脉露头构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_548.png,段淡色花岗岩脉含电气石花岗岩脉显微构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_549.png,淡色花岗岩脉含电气石花岗岩脉锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_550.png,大沙地岩体及所赋存矿石的岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_551.png,地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_552.png,矿石的手标本及镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_553.png,铜矿石宏观特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_554.png,矿石矿相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_555.png,不整合型构造典型地质照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_556.png,复合型构造典型地质照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_557.png,断层型构造典型地质照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_558.png,三类控矿构造中成矿期流体包裹体显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_559.png,断裂构造分带断层岩特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_560.png,岩矿石主量元素组成变化图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_561.png,床内矿脉穿插关系
D:\code\vit-gpt2\bigdata\geoimage_data\geo_562.png,矿石标本的反射光和透射光显微
D:\code\vit-gpt2\bigdata\geoimage_data\geo_563.png,样品镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_564.png,玲珑黑云母花岗岩野外及手标本照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_565.png,玲珑黑云母花岗岩矿物组合特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_566.png,焦家金矿带内脆性破裂痕迹
D:\code\vit-gpt2\bigdata\geoimage_data\geo_567.png,典型围岩蚀变与矿化
D:\code\vit-gpt2\bigdata\geoimage_data\geo_568.png,不同类型流体包裹体及包裹体组合显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_569.png,段色礼二长花岗斑岩马牧普正长斑岩和总郭石英二长斑岩的手标本照片和显
D:\code\vit-gpt2\bigdata\geoimage_data\geo_570.png,段色礼马牧普和总郭含矿斑岩体锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_571.png,剑兰公路野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_572.png,地质剖面地层岩性显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_573.png,带主要剪切带宏观韧性变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_574.png,带主要剪切带显微韧性变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_575.png,典型宏观变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_576.png,变质核杂岩典型显微变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_577.png,岩体测试样品的野外照片及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_578.png,花岗岩及围岩宏观和微观照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_579.png,韧性剪切带显微构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_580.png,八家子岩体和勇新岩体的宏观和显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_581.png,八家子岩体和勇新岩体部分锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_582.png,韧性剪切带宏观变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_583.png,四合堂韧性剪切带的变形现象
D:\code\vit-gpt2\bigdata\geoimage_data\geo_584.png,四合堂剪切带内的花岗质岩脉
D:\code\vit-gpt2\bigdata\geoimage_data\geo_585.png,典型岩石宏观及显微构造照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_586.png,呼兰群野外露头的运动学标志
D:\code\vit-gpt2\bigdata\geoimage_data\geo_587.png,测试样品的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_588.png,岩的锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_589.png,岩野外及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_590.png,岩锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_591.png,布敦化岩体野外及显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_592.png,晚二叠早三叠世砂岩薄片显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_593.png,迁安紫苏花岗岩野外照片及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_594.png,迁安紫苏花岗岩样品
D:\code\vit-gpt2\bigdata\geoimage_data\geo_595.png,表壳岩宏观和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_596.png,表壳岩中斜长角闪岩和绿帘角闪片岩锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_597.png,岩石野外照片和显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_598.png,钓鱼台花岗岩宏观组构特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_599.png,似斑状花岗闪长岩和细粒黑云闪长岩包体显微组构特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_600.png,石英闪长岩和花岗岩脉显微组构特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_601.png,第一期脉岩侵入下白垩统营城子组
D:\code\vit-gpt2\bigdata\geoimage_data\geo_602.png,组
D:\code\vit-gpt2\bigdata\geoimage_data\geo_603.png,基性脉岩中捕获锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_604.png,研究区侵入岩的宏观和显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_605.png,群的主要岩性特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_606.png,长英片麻岩的锆石阴极发光图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_607.png,黑云母片岩的锆石阴极发光图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_608.png,狼林群中花岗片麻岩的野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_609.png,狼林群样品锆石的图像和锆石测试结果
D:\code\vit-gpt2\bigdata\geoimage_data\geo_610.png,变质侵入杂岩的野外露头照片与显微结构照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_611.png,表性样品显微图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_612.png,岩和翁津花岗岩的锆石阴极
D:\code\vit-gpt2\bigdata\geoimage_data\geo_613.png,群中两类岩石的野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_614.png,岩的野外照
D:\code\vit-gpt2\bigdata\geoimage_data\geo_615.png,表性样品显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_616.png,似斑状花岗岩的野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_617.png,粗粒正长岩中和萤石化霓辉正长岩中锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_618.png,似斑状花岗岩和中锆石的阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_619.png,渣手标本照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_620.png,剖面地层序列
D:\code\vit-gpt2\bigdata\geoimage_data\geo_621.png,牛蹄塘组黑色页岩薄片中的黄铁矿
D:\code\vit-gpt2\bigdata\geoimage_data\geo_622.png,料屯和巴马酸性脉岩显微照片正交偏光
D:\code\vit-gpt2\bigdata\geoimage_data\geo_623.png,岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_624.png,沥青产状特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_625.png,矿体与矿石显微岩相学结构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_626.png,石英中流体包裹体显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_627.png,绢云母在样品中的赋存状态
D:\code\vit-gpt2\bigdata\geoimage_data\geo_628.png,表性锆石阴极发光影像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_629.png,泥堡金矿的矿物组合类型
D:\code\vit-gpt2\bigdata\geoimage_data\geo_630.png,硅质岩蚀变围岩和矿石岩相学对比
D:\code\vit-gpt2\bigdata\geoimage_data\geo_631.png,硅化灰岩蚀变围岩和矿石岩相学对比
D:\code\vit-gpt2\bigdata\geoimage_data\geo_632.png,矿石和流体包裹体样品照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_633.png,闪锌矿微区样品的类型微钻取样位置和含量及锌同位素组成和矿石结构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_634.png,成矿模式图据张长青修改
D:\code\vit-gpt2\bigdata\geoimage_data\geo_635.png,铜矿石中金属矿物的共生关系
D:\code\vit-gpt2\bigdata\geoimage_data\geo_636.png,白云石胶结早期白云岩角砾
D:\code\vit-gpt2\bigdata\geoimage_data\geo_637.png,碳酸盐透射光和阴极发光照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_638.png,矿石构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_639.png,矿石结构特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_640.png,花岗斑岩脉的野外照片和显微镜下特征正交偏光
D:\code\vit-gpt2\bigdata\geoimage_data\geo_641.png,金矿不同阶段石英脉体及典型矿石手标本照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_642.png,金矿不同阶段典型硫化物结构及金的赋存状态照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_643.png,锆石阴极发光图像及测试点位置
D:\code\vit-gpt2\bigdata\geoimage_data\geo_644.png,达金砾岩砂岩典型碎屑显微照片和出现于
D:\code\vit-gpt2\bigdata\geoimage_data\geo_645.png,岩部分锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_646.png,辉绿岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_647.png,辉绿岩锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_648.png,达居复式岩体野外照片及典型岩相学显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_649.png,表性被测锆石阴极发光图像及
D:\code\vit-gpt2\bigdata\geoimage_data\geo_650.png,墨脱辉长岩的显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_651.png,墨脱辉长岩的锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_652.png,泽当蛇绿岩岩体野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_653.png,泽当蛇绿岩岩体野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_654.png,泽当蛇绿岩岩体镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_655.png,泽当蛇绿岩中铬铁矿化野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_656.png,公珠错地幔橄榄岩显微照片及背散射图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_657.png,铬铁矿的矿石结构类型
D:\code\vit-gpt2\bigdata\geoimage_data\geo_658.png,铬铁矿中常见铂族矿物产出状态
D:\code\vit-gpt2\bigdata\geoimage_data\geo_659.png,藏罗布莎铬铁矿中的
D:\code\vit-gpt2\bigdata\geoimage_data\geo_660.png,藏康金拉铬铁矿中的
D:\code\vit-gpt2\bigdata\geoimage_data\geo_661.png,铬铁矿中的
D:\code\vit-gpt2\bigdata\geoimage_data\geo_662.png,日喀则基性变质岩显微结构图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_663.png,基性麻粒岩和混合片麻岩的显微结构特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_664.png,混合片麻岩的野外产出特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_665.png,基性麻粒岩和混合岩化泥质片麻岩中锆石的阴极
D:\code\vit-gpt2\bigdata\geoimage_data\geo_666.png,副片麻岩野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_667.png,副片麻岩中独居石颗粒形态及其电子探针定年点位
D:\code\vit-gpt2\bigdata\geoimage_data\geo_668.png,表性图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_669.png,戈木日榴辉岩呈深色透镜体产出于浅色石榴子
D:\code\vit-gpt2\bigdata\geoimage_data\geo_670.png,显微照片展现戈木日榴辉岩岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_671.png,表性图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_672.png,表性图像示意绿辉石中的包
D:\code\vit-gpt2\bigdata\geoimage_data\geo_673.png,表性图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_674.png,戈木日榴辉岩帘石族矿物的图像和能谱面成分扫描图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_675.png,岩体和小草湖岩体野外及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_676.png,甲玛剪切带糜棱岩的石英和方解石显微构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_677.png,变形花岗岩脉
D:\code\vit-gpt2\bigdata\geoimage_data\geo_678.png,野外地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_679.png,野外矿化变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_680.png,岩芯和薄片面理
D:\code\vit-gpt2\bigdata\geoimage_data\geo_681.png,岩芯和薄片构造变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_682.png,岩芯和薄片矿化变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_683.png,样品独居石颗粒图像及和元素成分面扫描图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_684.png,石榴云母片岩样品
D:\code\vit-gpt2\bigdata\geoimage_data\geo_685.png,样品石榴石变斑晶图像与电子探针成分面扫描图示意石榴石变斑晶成分环带特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_686.png,研究区重要岩性类型地表露头特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_687.png,地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_688.png,地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_689.png,磁铁矿显微镜下地质特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_690.png,表性的锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_691.png,云母的晶体结构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_692.png,榴辉岩和蓝片岩中发育的脉体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_693.png,与作用天后黄铁矿表面的两种侵蚀坑
D:\code\vit-gpt2\bigdata\geoimage_data\geo_694.png,花岗岩风化壳中不同特征的管状埃洛石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_695.png,铁矿不同类型的赤铁矿偏光显微镜或手标本照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_696.png,隐晶质赤铁矿矿石中石英扫描电镜图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_697.png,褐帘石的岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_698.png,外加温电阻炉和温控仪
D:\code\vit-gpt2\bigdata\geoimage_data\geo_699.png,绿帘石样品及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_700.png,原位实验设备以及绿帘石样品
D:\code\vit-gpt2\bigdata\geoimage_data\geo_701.png,石榴石十字石蓝晶石白云母片岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_702.png,表性锆石颗粒
D:\code\vit-gpt2\bigdata\geoimage_data\geo_703.png,左权杂岩区岩石样品的显微岩相学照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_704.png,锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_705.png,夕线石榴黑云片岩野外照片和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_706.png,石榴石变斑晶光成分扫描图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_707.png,锆石谐和图和球粒陨石标准化稀土元素配分模式
D:\code\vit-gpt2\bigdata\geoimage_data\geo_708.png,石榴斜长角闪岩的野外和显微照片及背散射图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_709.png,石榴斜长角闪岩中锆石的阴极发光图像和分析点
D:\code\vit-gpt2\bigdata\geoimage_data\geo_710.png,岩体野外露头
D:\code\vit-gpt2\bigdata\geoimage_data\geo_711.png,木林辉长岩和脉岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_712.png,左左乡岩体样品野外及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_713.png,鸭洼侵入岩正交偏光显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_714.png,表性锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_715.png,花岗岩体
D:\code\vit-gpt2\bigdata\geoimage_data\geo_716.png,松卡闪长岩和花岗岩的锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_717.png,岩的正交偏光显微照片和背散射图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_718.png,富碱斑岩的野外产状与镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_719.png,藏改则县多龙矿集区辉绿岩及辉绿玢岩野外露头与镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_720.png,岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_721.png,岩锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_722.png,各类型岩石的镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_723.png,不同铀矿化类型中方解石辉钼矿和绿泥石矿物与铀矿物伴生的手标本光学显微镜及背散射图像照
D:\code\vit-gpt2\bigdata\geoimage_data\geo_724.png,中可见铀矿物在微区尺度上呈多
D:\code\vit-gpt2\bigdata\geoimage_data\geo_725.png,岩浆岩标本和及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_726.png,暗色微粒包体中的不平衡结构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_727.png,阿翁错复式岩体中暗色微粒包体的野外露头特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_728.png,暗色微粒包体及寄主岩的岩石学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_729.png,暗色微粒包体与寄主岩的接触关系
D:\code\vit-gpt2\bigdata\geoimage_data\geo_730.png,帕阿花岗闪长岩及其中闪长质包体手标本和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_731.png,帕阿岩基闪长质包体锆石颗粒图像特
D:\code\vit-gpt2\bigdata\geoimage_data\geo_732.png,岩心照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_733.png,荣嘎含矿二长花岗斑岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_734.png,主要侵入岩手标本及镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_735.png,不同类型蚀变特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_736.png,矿化特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_737.png,脉体发育特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_738.png,矿石及脉体镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_739.png,主要矿物组合及矿石组构特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_740.png,黑云母花岗闪长岩和闪长玢岩样品的岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_741.png,研究区基性岩样品野外及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_742.png,玛依岗日辉长岩和角木日辉长辉绿岩锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_743.png,亚丹杂岩野外和镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_744.png,杂岩锆石阴极发光图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_745.png,典型流纹质岩石岩相照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_746.png,辉绿岩及闪长岩野外露头照片及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_747.png,剑川富碱岩浆岩正交偏光下显微镜照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_748.png,空间产出的关系
D:\code\vit-gpt2\bigdata\geoimage_data\geo_749.png,全景及典型岩相照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_750.png,花岗闪长斑岩和二长花岗斑岩锆石阴极发光图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_751.png,中酸性岩与暗色包体的野外及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_752.png,矿化特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_753.png,含矿斑岩锆石样品阴极发光图像及测试点位
D:\code\vit-gpt2\bigdata\geoimage_data\geo_754.png,左权杂岩区岩石样品的显微岩相学照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_755.png,侵入杂岩体野外特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_756.png,侵入杂岩体镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_757.png,锆石阴极发光照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_758.png,增生杂岩显微构造照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_759.png,增生杂岩露头典型照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_760.png,第一期构造变形露头和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_761.png,第二期构造变形不同类型褶皱野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_762.png,布丁状石英脉和第二期构造线理
D:\code\vit-gpt2\bigdata\geoimage_data\geo_763.png,岩体岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_764.png,表性锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_765.png,铀矿物手标本和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_766.png,坡渡剖面第层样品溶解残余陆源碎屑物质
D:\code\vit-gpt2\bigdata\geoimage_data\geo_767.png,向地震剖面构造解释图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_768.png,期不整合野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_769.png,构造带生长地层野外典型露头
D:\code\vit-gpt2\bigdata\geoimage_data\geo_770.png,雷三段与雷四段的含膏泥晶云岩藻云岩叠层石及膏岩图版
D:\code\vit-gpt2\bigdata\geoimage_data\geo_771.png,中三叠统雷口坡组雷段雷段的不同类型白云岩石类型图版
D:\code\vit-gpt2\bigdata\geoimage_data\geo_772.png,海域片麻岩岩石类型
D:\code\vit-gpt2\bigdata\geoimage_data\geo_773.png,海域片麻岩储层储集空间类型
D:\code\vit-gpt2\bigdata\geoimage_data\geo_774.png,斜长石在不同温度下溶蚀模拟实验
D:\code\vit-gpt2\bigdata\geoimage_data\geo_775.png,钾长石在不同温度下溶蚀模拟实验
D:\code\vit-gpt2\bigdata\geoimage_data\geo_776.png,风化淋滤型储集空间
D:\code\vit-gpt2\bigdata\geoimage_data\geo_777.png,上白垩统粘土矿物胶结物电镜特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_778.png,上白垩统储层岩石颗粒大小及分选性
D:\code\vit-gpt2\bigdata\geoimage_data\geo_779.png,上白垩统储层岩石接触关系及胶结类型图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_780.png,上白垩统储层岩石磨圆度特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_781.png,上白垩统砂岩压实作用镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_782.png,上白垩统砂岩石英次生加大镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_783.png,上白垩统砂岩方解石胶结偏光镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_784.png,上白垩统砂岩铁质胶结物
D:\code\vit-gpt2\bigdata\geoimage_data\geo_785.png,主要基岩岩心照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_786.png,孔隙型储层主要特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_787.png,裂缝型储层主要特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_788.png,研究区组沉积相类型及测井相地震相响应特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_789.png,研究区早白垩晚期阿普特阶层序地层界面及岩心照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_790.png,组过井地震剖面及沉积充填特征剖面位置见图
